left_id	right_id	left_center	right_center	center_distance	lexical_score	strength_bridge
3eb6e251-5c6c-4bcd-9d84-30981496ca1b	1081fa05-e39b-4242-a22e-285b875f128c	851.000000	852.000000	1.000000	0.333333	1.665729
c4bed78f-1ed0-48c9-a3a3-e5842de9e740	f3059f31-259b-498e-b86d-f8ef10734d40	1991.000000	1995.000000	4.000000	0.333333	1.647097
b0175a00-c65b-4365-8256-f3e6fecfbf7b	7026143c-2ae1-4ed3-98b7-9cb859da4e77	1212.000000	1215.000000	3.000000	0.272727	1.535765
c24adfe9-c04e-4deb-9805-2f6d8122310c	af90305c-8bec-4bd5-8d59-abece52b2cfe	346.000000	348.000000	2.000000	0.266667	1.529379
bbae1c6c-7c71-4f53-9a2f-b8a5f4ee03ec	9c7521da-ffdd-49cd-a644-e77d5928689e	1569.000000	1580.000000	11.000000	0.333333	1.501500
d95fe032-6714-419d-9c1f-5d7c8db14766	ba721fdf-eb75-4c27-b520-dfe419417cd2	1588.000000	1590.000000	2.000000	0.233333	1.462884
ab38281a-99d5-4ae6-8613-1902525ddaae	bb54278b-fe8c-4a98-8386-a5c737ed0c00	1830.000000	1836.000000	6.000000	0.250000	1.457738
df017af7-8ff6-4f13-9c53-7a9a1086ca22	5018c710-5824-415e-9069-598162ca53cd	1119.000000	1127.000000	8.000000	0.266667	1.453958
ac0c96bc-53f4-4fe5-ba71-196cfa3298e1	f5e4da7f-221b-40cc-b710-7103af011701	2018.000000	2025.000000	7.000000	0.250000	1.441343
4075e064-ec4e-4481-a413-25531b3c6b22	e7d5d9c9-ed6c-41b5-a56b-1df5a1dcd45b	1869.000000	1871.000000	2.000000	0.217391	1.431082
a8361df1-5565-4c5e-8237-7b513c56a7d2	728b49ba-def7-47b8-b21d-efa5b6fb603c	884.000000	887.000000	3.000000	0.212121	1.415312
9997e5c8-75f5-4208-946e-2c74d1eb281e	1e41597e-500f-4990-9d64-adca4df366b1	417.000000	418.000000	1.000000	0.200000	1.399213
561be1e9-150c-46db-b28b-568c5a463d65	b741aaa0-7f69-44be-a50e-801ececef9ec	1711.000000	1714.000000	3.000000	0.200000	1.391222
988c05d5-c93f-47d9-8d49-816f72aa9ccf	117d3999-59c8-475a-aafd-5bac1142cbb7	1486.000000	1491.000000	5.000000	0.192308	1.358249
97cd543b-5739-40a5-9ae0-923287957b10	6bf0b560-ed82-4c44-b8ce-14300bcfe835	866.000000	877.000000	11.000000	0.250000	1.351350
ff03fb47-7b7e-4f22-98b9-cb065aae0717	a3c5afb5-1805-4c50-9d26-7fec7046d4f8	560.000000	564.000000	4.000000	0.181818	1.347625
4027bd9e-2216-469d-bb61-d277920cd9cd	a465dcf6-f9b6-4d3b-adeb-0799959e793f	1349.000000	1357.000000	8.000000	0.200000	1.327527
b1283a15-edc7-4619-bc8d-d1aa6f251d27	59935f68-9bf0-4885-aba6-cfa6c618df03	393.000000	397.000000	4.000000	0.170213	1.324686
4c51bc38-f31d-419c-8ac8-16e90002b472	11cd8d35-9d20-496d-937e-6e48e1f04829	1847.000000	1849.000000	2.000000	0.153846	1.304320
b69643cf-0cce-494c-8041-bd4804448530	faac8167-3685-4d60-8894-aee15d2a1f1b	309.000000	315.000000	6.000000	0.170732	1.303669
9511bbc6-c62e-4a72-bb17-93226565e37c	71c967d2-b3c3-4bed-9dad-2ce78db74e81	1495.000000	1505.000000	10.000000	0.206897	1.298018
d65b533c-c642-492a-a3dc-126cc9df2241	c6124ba7-a17f-42c0-8154-986b980c93a3	1803.000000	1808.000000	5.000000	0.155556	1.286145
45b99f2c-d2a3-4417-b085-57694c7a9921	b62ee46a-ef7f-44ad-99c0-6d9b75462a4b	784.000000	785.000000	1.000000	0.142857	1.284991
5751c129-b26a-4fe1-9e0f-3105f53f079e	169be6c1-fbbf-402e-8e86-6b27e1b52102	1128.000000	1135.000000	7.000000	0.166667	1.281194
a84962ad-9529-4465-b41d-fb487bb567f4	cca70865-5cff-4187-aa50-56ed93e76192	1417.000000	1429.000000	12.000000	0.222222	1.274650
44e2d7cb-e893-4978-a12a-312372ed3a2c	44e22347-272c-43f2-9f70-ed8ad718a9db	1364.000000	1371.000000	7.000000	0.161290	1.270862
0dc1abc8-9aa8-418f-8b67-f4226893b976	019cb20c-aae2-4848-ac64-5ae94ec41df3	1233.000000	1234.000000	1.000000	0.135593	1.270471
ff491b3c-084f-421c-8e2f-49208a633b0a	d9e864a3-ecf6-4438-b2d7-3291146cd19b	1941.000000	1942.000000	1.000000	0.135593	1.270471
0c1790c5-b420-4a31-8c9e-10b4688600e0	d440e19e-3902-429f-a1b9-c23c8a43ce87	467.000000	480.000000	13.000000	0.235294	1.268998
d4026618-d785-4797-ba4b-f5348b35a9ac	81a0ba3d-6a0c-44d4-b733-fa4baf7499bc	1253.000000	1263.000000	10.000000	0.190476	1.267867
400bdd3c-77cb-4f41-849c-92dfa4c24032	c23f6842-bcb5-4c38-9119-ef8494f6e5d7	521.000000	522.000000	1.000000	0.133333	1.265954
392ec4e4-4772-4917-9f97-8cc7712947cd	9417c4e4-6175-47fd-a671-4febe2880c13	233.000000	234.000000	1.000000	0.130435	1.260160
50c01b24-070c-4398-be08-dd799ac54102	7ea93f3d-d20a-48bc-806f-e24055e0e0e5	1501.000000	1511.000000	10.000000	0.181818	1.251969
6d45a15f-999b-4602-9caf-91651e97750b	03466c7b-c9e4-48dd-b764-6d68b02049c5	1330.000000	1337.000000	7.000000	0.148936	1.247120
4eea71d1-20f3-46af-8d16-3e242ce9ad14	f55b33d7-d96a-41fb-ba84-56af1e27e71b	1638.000000	1640.000000	2.000000	0.125000	1.246776
b317171a-d940-4f08-b27c-ffe176461996	a8d073f6-cb82-4569-a6ea-be5c14642bf2	2010.000000	2015.000000	5.000000	0.130435	1.236860
29fd9e06-d6c7-47d4-9171-6d272f4eb682	fae7e380-065f-4665-a980-07f7da2396eb	323.000000	335.000000	12.000000	0.200000	1.235430
80b4e1a0-94b1-499d-9c85-4c532a2f4501	4c29410c-8525-48f9-9a0c-bb4fe0748ee7	417.000000	423.000000	6.000000	0.133333	1.230979
d454a047-7f96-4e46-b9fa-ab6a7bd3ad24	a93be689-6b6a-4e7d-95d6-49cf36f091e7	762.000000	768.000000	6.000000	0.133333	1.230979
b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c	0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	517.000000	523.000000	6.000000	0.125000	1.214782
342aad81-bb41-4643-9859-e8c221826d32	96e9866d-d6a9-4aed-b025-18c33eeb98bd	1260.000000	1266.000000	6.000000	0.125000	1.214782
a5a2c5e4-eff9-4830-8a27-c030ca79a41a	5a8de067-ae95-4b87-8f2e-a608371bf51c	331.000000	334.000000	3.000000	0.111111	1.214559
cc56334a-4455-4a29-bb82-2892d996cd5a	983dd73f-8341-430b-bf2c-655b4670c871	1542.000000	1547.000000	5.000000	0.117647	1.211771
bcbd6ab4-b034-4580-9903-77d39c560e29	29826d4e-37ee-4b03-8b89-7981b1a547ae	616.000000	622.000000	6.000000	0.121951	1.208856
27d339b5-7480-482c-a472-8b52d5c4d78a	668fc0dc-2f79-4369-a455-3454e03d6c2b	1306.000000	1319.000000	13.000000	0.200000	1.208086
0172614a-7976-4e89-acb5-e3ae419e3df4	3046803e-bc6a-48ef-8a9f-220b2d77cd33	1553.000000	1566.000000	13.000000	0.200000	1.208086
4b626907-e4b9-44e0-8124-835f1ea9024c	e43f9fd0-fc68-418b-834a-85bdcf9e2b34	815.000000	822.000000	7.000000	0.128571	1.207983
8f33a2c1-be3a-43fb-9f26-f205234964d0	3c30db30-1f6a-4ac9-97fa-8f0a309e98b2	1105.000000	1114.000000	9.000000	0.146341	1.207280
bfee0b3f-f6d8-4f0b-a2b6-9790114249ab	a38a05fb-1f5c-4335-a178-4add07670274	1658.000000	1665.000000	7.000000	0.125000	1.201120
33fbaf4e-f951-4a2f-a415-f96638ea8933	2c9156dd-10ba-43a4-9ff4-b70c408ff451	1403.000000	1412.000000	9.000000	0.142857	1.200771
d1e4effe-518d-4154-a29f-b763bb4b3e86	6efb3d03-583b-41b0-9758-30d35436408a	1950.000000	1959.000000	9.000000	0.142857	1.200771
9e8abec1-c201-40ef-8462-39b59d59f2d0	4e2b6a38-f38b-4ff4-9623-52963fdf8a0c	443.000000	444.000000	1.000000	0.096774	1.192877
3d552445-b5e3-4cf5-8085-37210ceabfee	6eaafc35-86c6-439f-9520-7b4a245da7de	1347.000000	1356.000000	9.000000	0.137931	1.191570
33d26595-933d-4fea-8783-66e9f787a6f8	808d34d4-3c48-4347-a1f5-886c8d8c0101	1254.000000	1262.000000	8.000000	0.125000	1.185292
9af4de25-386e-4de8-875d-fdc4ed2292b4	7d8932ab-bb21-40cd-99bb-58f3eb0b372f	267.000000	269.000000	2.000000	0.090909	1.178770
0e983ee6-3909-45f8-8b10-7fdc924e4825	f6e47be1-d1b5-4321-9b0e-c3632cd437aa	1015.000000	1022.000000	7.000000	0.111111	1.174428
a6ec95c2-1c31-444d-be5a-3a7c6919b590	f11dda63-656d-4e71-99cb-c74c93e337b6	1161.000000	1164.000000	3.000000	0.090909	1.174408
17dcd45c-be78-4194-bfe3-de8d4251350d	69a39a55-f465-46fe-8f63-6e8f797315f5	1499.000000	1502.000000	3.000000	0.090909	1.174408
05324450-047f-4664-bf56-42ba95606669	172433a5-2a26-4911-89dc-e073b63a7336	253.000000	256.000000	3.000000	0.086957	1.166553
5d965d81-5804-4d15-8fe3-dadc46eb4efe	16553bf2-bb59-4894-aa63-b80a1714351e	308.000000	314.000000	6.000000	0.100000	1.166191
c8534780-767c-4670-92d2-6d31e69af91e	ee8d6411-37e6-4241-af4b-18f2f62a5446	335.000000	344.000000	9.000000	0.121951	1.161722
28aad481-4917-4009-a0f9-0bb576288c90	70af8928-b1c2-4ae0-8d92-86c66e8ade43	654.000000	660.000000	6.000000	0.093750	1.154043
a410e71c-c792-44ed-9c56-5e2ccfc55de2	1a756abd-317c-42eb-af6b-28ff17a610a3	1220.000000	1225.000000	5.000000	0.083333	1.144451
cf7d3705-d177-493c-8ebb-ba3510bc6e8d	18b83170-3fbb-4c4a-bc13-8aaed6f4583c	566.000000	568.000000	2.000000	0.073171	1.143385
9ed37619-2f42-4627-ac53-0e0768eb1e7d	81d4d1d4-0962-49ed-a610-319e3d5fc044	1475.000000	1477.000000	2.000000	0.073171	1.143385
4624152e-6eea-45ac-bf4d-b98a9c855532	de607b08-77ac-47df-a859-4d6839e97407	1442.000000	1446.000000	4.000000	0.076923	1.140298
b66188ab-1a66-4365-8cbe-5cdaf69317e3	1bd320eb-7115-40b1-81e9-c10f717f3f75	1861.000000	1864.000000	3.000000	0.071429	1.135691
559811d7-c6e4-4390-9aef-856d4e7eede7	82896759-e99b-491a-980f-a35aabeeafe6	1244.000000	1256.000000	12.000000	0.142857	1.134579
317a4fa5-7d6b-42e3-8f27-dcb9bc07aa28	bf0d6f03-427a-4304-9829-1caba7d578c3	290.000000	294.000000	4.000000	0.073171	1.132881
a97dacd1-1474-4e18-9a6d-0dbe74818ef2	9cf30066-f9a0-4abe-b138-bee0e74aa87f	929.000000	938.000000	9.000000	0.105882	1.131707
a8e838f2-ba3d-4fb0-af62-665fec8bcf96	3abdfa03-f873-4812-b7b9-c49962afa844	305.000000	308.000000	3.000000	0.066667	1.126227
2221c3fc-69e4-4261-a804-96df8969d993	ca30e772-7096-40eb-98d4-68051c0ec949	1694.000000	1705.000000	11.000000	0.125000	1.126125
78789b53-4982-44e8-b53c-067923c1d101	56640e8a-0f33-4d22-b2fa-43610074360a	1890.000000	1898.000000	8.000000	0.093023	1.124649
db75e17f-8e71-45f3-91cb-9fa95513fee8	fbab2af1-9abf-4d96-9e2d-638a3449585b	1803.000000	1810.000000	7.000000	0.083333	1.121045
ad413036-7819-48ac-9d8f-4a29933b381c	a6ff3532-8b02-4026-98d0-48260462a69d	596.000000	598.000000	2.000000	0.058824	1.114764
3736c7b2-3055-42cf-8eaa-09554311ba65	42826b9f-abfa-479c-b6a7-f89792892c56	1206.000000	1220.000000	14.000000	0.160000	1.112058
e7e38e52-d07c-4ede-9ce5-a963b7a351d2	692e15e6-2b15-4855-be62-8d1d75608c72	276.000000	280.000000	4.000000	0.062500	1.111790
975ffcf7-35e9-44d4-86b5-9606ca311ee4	c3d5d58f-2812-4fd8-8bbe-6b054288b66b	1098.000000	1101.000000	3.000000	0.058824	1.110639
9655f95d-bb6c-4dbc-9776-09954271b626	39a7e237-5364-4dc7-b205-b4389701cf8f	363.000000	378.000000	15.000000	0.166667	1.095017
edaf8d67-d0a2-44bf-bccf-978915a511b4	c966746f-cecc-460a-b7c4-27a9925dd7c4	263.000000	265.000000	2.000000	0.047619	1.092413
5e22240d-0e35-4388-ad0f-664db22f5ded	bfdf4854-fa49-4c9e-b4a5-964a1093e816	626.000000	636.000000	10.000000	0.093750	1.090256
0f2f8062-4fa9-4f83-bb9d-94b0bca4172e	eebbf5b8-87f1-44e6-9257-83b7e85a6d76	114.000000	121.000000	7.000000	0.066667	1.089015
458a9fc2-c544-46e3-bcc4-955548a73de1	3783fe38-8a9b-4d1a-aa91-fba635005d04	1080.000000	1087.000000	7.000000	0.066667	1.089015
53a19fab-3153-455b-b473-a23d83831401	046f0c43-26c3-447e-a8ba-65200700370f	1620.000000	1626.000000	6.000000	0.055556	1.079806
5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d	2a9b7233-64c2-4d35-9c74-efcabd60494d	528.000000	530.000000	2.000000	0.034483	1.066208
0f4474f2-a50b-4bd7-aa4c-b9abbfcf25c7	5db0ae7d-ea23-4db8-816f-b9b2cab10353	1303.000000	1315.000000	12.000000	0.100000	1.058940
4e5d4cc3-f67f-4ec1-bdf9-93d534172246	fb708ea6-0b4b-4173-886f-ec803ed780ad	497.000000	502.000000	5.000000	0.038462	1.056416
ecc7e222-c10e-466e-a0b0-bf7c906786f6	16b5478c-a9c8-489e-b36e-74839d2ffe4b	722.000000	728.000000	6.000000	0.043478	1.056332
33d70d59-662d-4ee6-aed1-f90dd058575f	20295f0e-9fce-4ccc-85d2-099cee61af98	1602.000000	1604.000000	2.000000	0.027027	1.051335
557e249e-1266-4ff6-8e3e-e26698f055f3	12cb132b-8882-458f-9dfb-378dfd40da62	1572.000000	1579.000000	7.000000	0.043478	1.044452
127a04fa-253a-4ddf-84d4-f1faa20206b2	f2329d2b-488e-463a-848e-f1206289b5d8	1429.000000	1433.000000	4.000000	0.023810	1.035318
f90e215d-ac59-4a71-93d1-7b719df620fc	8b4d33b7-e536-48bc-9414-588ebf8adf0f	1835.000000	1841.000000	6.000000	0.027778	1.025816
27575df1-a8f3-48dd-ad82-60c8da4f9500	d1b34a08-a532-401c-a066-ead591721a81	1453.000000	1460.000000	7.000000	0.027778	1.014279
e610682b-febf-444d-88cd-ba449fe08249	9925fd6a-dd07-44ae-bab1-97c8286f83f4	1028.000000	1037.000000	9.000000	0.040000	1.008648